order_id,customer_id,region,product_id,quantity,sales_amount,order_date,discount
1268,244,East,108,4,160.00,2024-05-27,0.20
1430,268,East,107,3,750.00,2024-05-27,0.00
1555,366,North,135,2,440.00,2024-05-27,0.00
1997,208,East,131,1,162.00,2024-05-27,0.10
2416,303,North,126,5,36.00,2024-05-27,0.10
2857,398,West,119,3,99.75,2024-05-27,0.05
3100,372,South,122,1,85.50,2024-05-27,0.10
3657,298,West,132,1,225.00,2024-05-27,0.10
3929,213,South,136,4,160.00,2024-05-27,0.00
1670,399,South,127,1,10.20,2024-05-28,0.15
2493,247,South,134,1,75.00,2024-05-28,0.00
3048,352,North,136,1,40.00,2024-05-28,0.00
3840,279,West,122,2,190.00,2024-05-28,0.00
3971,390,North,115,8,72.00,2024-05-28,0.10
2255,388,North,119,1,33.25,2024-05-29,0.05
3633,385,North,118,1,38.25,2024-05-29,0.15
3782,266,North,110,3,540.00,2024-05-29,0.10
2019,369,South,127,1,12.00,2024-05-30,0.00
2381,318,West,110,2,360.00,2024-05-30,0.10
2974,237,West,113,1,700.00,2024-05-30,0.00
2982,208,South,104,4,600.00,2024-05-30,0.00
3173,268,East,126,4,28.80,2024-05-30,0.10
3822,251,East,128,2,40.00,2024-05-30,0.00
1425,214,North,107,2,450.00,2024-05-31,0.10
1679,226,East,130,2,90.00,2024-05-31,0.00
2829,269,North,123,4,220.00,2024-05-31,0.00
3284,224,South,116,3,324.00,2024-05-31,0.10
3969,219,West,126,5,36.00,2024-05-31,0.10
3766,327,South,107,1,237.50,2024-06-01,0.05
1021,338,East,138,5,81.00,2024-06-02,0.10
3560,387,South,111,2,180.00,2024-06-02,0.00
1449,335,North,136,4,136.00,2024-06-03,0.15
1531,355,West,111,2,144.00,2024-06-03,0.20
2487,312,South,122,1,85.50,2024-06-03,0.10
2598,358,South,140,3,285.00,2024-06-03,0.00
2803,368,East,117,4,95.00,2024-06-03,0.05
3996,251,East,130,2,76.50,2024-06-03,0.15
2139,337,North,119,1,33.25,2024-06-04,0.05
2161,343,South,108,3,135.00,2024-06-04,0.10
3014,263,North,112,4,288.00,2024-06-04,0.10
3071,288,South,125,1,280.00,2024-06-04,0.00
3229,212,West,115,4,40.00,2024-06-04,0.00
3286,242,East,122,5,427.50,2024-06-04,0.10
3390,254,West,139,1,617.50,2024-06-04,0.05
1324,292,East,138,3,51.30,2024-06-05,0.05
2155,344,South,136,1,34.00,2024-06-05,0.15
3450,373,North,123,1,55.00,2024-06-05,0.00
3479,340,South,118,3,121.50,2024-06-05,0.10
3965,298,North,135,2,396.00,2024-06-05,0.10
3153,242,North,106,2,570.00,2024-06-06,0.05
1450,317,South,104,1,142.50,2024-06-08,0.05
1660,232,East,113,2,1190.00,2024-06-08,0.15
1913,382,West,125,3,840.00,2024-06-08,0.00
2549,252,South,113,1,700.00,2024-06-08,0.00
1971,277,East,119,3,99.75,2024-06-09,0.05
2490,360,South,107,1,212.50,2024-06-09,0.15
1486,400,East,114,5,225.00,2024-06-10,0.10
2215,202,South,104,1,127.50,2024-06-10,0.15
2420,394,North,137,5,67.50,2024-06-10,0.10
1385,316,North,114,5,225.00,2024-06-11,0.10
3115,272,West,129,1,76.50,2024-06-11,0.10
2658,326,North,134,5,337.50,2024-06-12,0.10
3192,298,West,103,2,1140.00,2024-06-13,0.05
2536,390,South,128,1,17.00,2024-06-14,0.15
2873,213,South,119,3,94.50,2024-06-14,0.10
3018,247,North,138,4,72.00,2024-06-14,0.00
3316,379,North,102,1,720.00,2024-06-14,0.10
1332,358,North,108,1,50.00,2024-06-15,0.00
2784,374,North,114,5,225.00,2024-06-15,0.10
2668,312,East,105,1,350.00,2024-06-16,0.00
2847,271,East,103,2,1200.00,2024-06-16,0.00
3807,389,North,102,1,640.00,2024-06-16,0.20
1554,338,North,123,3,148.50,2024-06-17,0.10
2131,327,East,137,1,12.75,2024-06-17,0.15
2253,289,South,134,3,202.50,2024-06-17,0.10
2455,243,North,126,2,14.40,2024-06-17,0.10
1543,338,East,123,3,165.00,2024-06-18,0.00
3602,245,South,131,2,342.00,2024-06-18,0.05
3944,215,East,109,1,25.50,2024-06-18,0.15
1436,245,North,138,2,36.00,2024-06-19,0.00
1706,206,West,116,2,216.00,2024-06-19,0.10
2358,201,West,104,1,127.50,2024-06-19,0.15
2444,311,North,140,1,85.50,2024-06-19,0.10
2119,298,West,140,6,513.00,2024-06-20,0.10
3023,292,North,111,4,360.00,2024-06-20,0.00
3411,317,West,106,4,1080.00,2024-06-20,0.10
1135,205,North,117,5,112.50,2024-06-21,0.10
1216,314,West,127,6,64.80,2024-06-21,0.10
1938,202,North,140,3,256.50,2024-06-21,0.10
3381,385,East,130,2,81.00,2024-06-21,0.10
3404,244,North,134,3,225.00,2024-06-22,0.00
1259,395,East,126,2,13.60,2024-06-23,0.15
2484,206,West,122,2,161.50,2024-06-23,0.15
3103,346,West,137,1,15.00,2024-06-23,0.00
1005,322,East,128,5,90.00,2024-06-24,0.10
1457,297,South,135,1,209.00,2024-06-24,0.05
1690,224,East,125,1,280.00,2024-06-24,0.00
1925,288,North,137,2,25.50,2024-06-24,0.15
2337,201,East,130,2,72.00,2024-06-24,0.20
3815,241,West,126,8,57.60,2024-06-24,0.10
2162,208,South,111,1,90.00,2024-06-25,0.00
2376,361,West,134,5,337.50,2024-06-25,0.10
2546,311,North,126,3,24.00,2024-06-25,0.00
2968,363,North,127,3,30.60,2024-06-25,0.15
3522,254,North,138,6,97.20,2024-06-25,0.10
3189,357,North,109,1,30.00,2024-06-26,0.00
1118,302,West,136,3,120.00,2024-06-27,0.00
1675,380,North,126,5,36.00,2024-06-27,0.10
2130,358,West,127,10,96.00,2024-06-27,0.20
2282,233,East,122,2,180.50,2024-06-28,0.05
2463,371,South,114,3,150.00,2024-06-28,0.00
2063,230,North,126,2,16.00,2024-06-29,0.00
2372,382,North,114,4,200.00,2024-06-29,0.00
3147,398,South,117,4,95.00,2024-06-29,0.05
1326,395,North,112,2,144.00,2024-06-30,0.10
2006,317,East,134,1,60.00,2024-06-30,0.20
2287,254,West,135,2,374.00,2024-06-30,0.15
2594,211,East,107,1,237.50,2024-06-30,0.05
2797,282,East,121,1,99.00,2024-06-30,0.10
2823,217,South,116,1,108.00,2024-06-30,0.10
3916,369,North,129,3,242.25,2024-06-30,0.05
1727,326,North,120,1,144.00,2024-07-01,0.20
1930,233,North,135,1,220.00,2024-07-01,0.00
2951,281,West,107,1,225.00,2024-07-02,0.10
2964,224,South,110,4,760.00,2024-07-02,0.05
3171,270,East,136,4,160.00,2024-07-02,0.00
3333,395,South,113,3,1995.00,2024-07-02,0.05
3429,280,West,124,1,500.00,2024-07-03,0.00
3936,254,North,135,2,374.00,2024-07-03,0.15
1577,355,North,129,4,306.00,2024-07-04,0.10
2402,337,East,121,1,99.00,2024-07-04,0.10
2870,218,South,115,2,20.00,2024-07-04,0.00
3883,331,East,132,3,712.50,2024-07-04,0.05
1031,377,South,126,5,36.00,2024-07-05,0.10
1570,292,West,104,1,150.00,2024-07-05,0.00
1782,365,East,129,1,72.25,2024-07-05,0.15
2692,348,South,140,3,270.75,2024-07-06,0.05
3931,254,North,127,3,34.20,2024-07-06,0.05
1077,364,North,138,1,15.30,2024-07-07,0.15
2147,303,West,107,2,450.00,2024-07-07,0.10
2184,259,North,130,3,128.25,2024-07-07,0.05
1858,278,North,116,1,114.00,2024-07-08,0.05
2626,291,North,123,1,52.25,2024-07-08,0.05
2669,268,East,126,3,22.80,2024-07-08,0.05
3111,245,North,102,2,1520.00,2024-07-08,0.05
3702,224,West,114,4,170.00,2024-07-08,0.15
3909,306,South,128,1,20.00,2024-07-08,0.00
2235,341,West,134,1,67.50,2024-07-09,0.10
3515,366,North,136,3,102.00,2024-07-09,0.15
3799,393,South,140,4,342.00,2024-07-09,0.10
1089,234,West,102,1,800.00,2024-07-10,0.00
2616,298,West,120,3,540.00,2024-07-10,0.00
3895,322,South,127,4,48.00,2024-07-10,0.00
3256,398,South,116,2,240.00,2024-07-11,0.00
3281,232,North,135,2,396.00,2024-07-11,0.10
1030,255,North,114,4,200.00,2024-07-12,0.00
1824,301,East,119,5,157.50,2024-07-13,0.10
1008,220,West,126,5,36.00,2024-07-14,0.10
1117,293,West,106,2,570.00,2024-07-14,0.05
2636,348,South,115,5,45.00,2024-07-14,0.10
2924,204,West,107,2,475.00,2024-07-14,0.05
3378,336,South,127,5,54.00,2024-07-14,0.10
3914,355,West,126,5,34.00,2024-07-14,0.15
1061,276,South,116,1,108.00,2024-07-15,0.10
1364,387,North,138,8,129.60,2024-07-15,0.10
1371,201,West,104,1,150.00,2024-07-15,0.00
2827,215,East,119,5,157.50,2024-07-15,0.10
2830,334,North,115,5,45.00,2024-07-15,0.10
3430,370,South,126,8,57.60,2024-07-15,0.10
3986,328,East,119,2,70.00,2024-07-15,0.00
1013,388,South,126,8,57.60,2024-07-16,0.10
1397,239,East,104,1,150.00,2024-07-16,0.00
2401,236,East,133,1,152.00,2024-07-16,0.05
2805,208,East,111,3,216.00,2024-07-16,0.20
1004,367,North,104,3,427.50,2024-07-17,0.05
2114,342,East,139,1,585.00,2024-07-17,0.10
2142,361,West,138,3,43.20,2024-07-17,0.20
2357,272,West,138,8,129.60,2024-07-17,0.10
3188,270,North,134,2,150.00,2024-07-17,0.00
1027,345,North,138,4,72.00,2024-07-18,0.00
2308,309,East,140,1,76.00,2024-07-18,0.20
2316,312,West,117,1,23.75,2024-07-18,0.05
3210,317,North,110,2,360.00,2024-07-18,0.10
1476,205,East,128,5,90.00,2024-07-19,0.10
1616,268,North,111,3,256.50,2024-07-19,0.05
1657,204,West,108,3,142.50,2024-07-19,0.05
2038,233,South,128,3,57.00,2024-07-19,0.05
2851,377,East,139,3,1852.50,2024-07-19,0.05
3311,306,South,137,4,60.00,2024-07-19,0.00
1069,291,North,112,3,216.00,2024-07-20,0.10
2618,358,South,114,4,180.00,2024-07-20,0.10
2719,344,East,119,1,29.75,2024-07-20,0.15
3338,261,North,126,4,28.80,2024-07-20,0.10
3651,235,West,115,1,8.50,2024-07-20,0.15
1274,239,East,113,1,630.00,2024-07-21,0.10
1813,330,West,106,2,600.00,2024-07-21,0.00
1155,212,West,127,1,10.80,2024-07-22,0.10
1160,302,East,140,5,427.50,2024-07-22,0.10
1829,248,East,137,2,24.00,2024-07-22,0.20
2013,382,North,130,3,135.00,2024-07-22,0.00
3218,205,West,137,2,27.00,2024-07-22,0.10
1590,379,South,125,2,476.00,2024-07-23,0.15
1986,255,South,139,1,617.50,2024-07-23,0.05
2313,242,North,118,2,81.00,2024-07-23,0.10
1149,358,North,101,2,2280.00,2024-07-24,0.05
1708,350,East,137,1,15.00,2024-07-24,0.00
2011,299,West,129,1,85.00,2024-07-24,0.00
2876,224,South,133,1,152.00,2024-07-24,0.05
3136,209,South,121,1,99.00,2024-07-24,0.10
1715,329,North,114,3,120.00,2024-07-25,0.20
1979,252,North,109,4,108.00,2024-07-26,0.10
2744,269,West,107,1,250.00,2024-07-26,0.00
2988,237,East,126,8,57.60,2024-07-26,0.10
3233,296,West,135,2,374.00,2024-07-26,0.15
3945,260,East,130,2,90.00,2024-07-26,0.00
1001,235,North,136,2,76.00,2024-07-27,0.05
2507,202,West,138,5,81.00,2024-07-27,0.10
2625,259,West,105,1,315.00,2024-07-27,0.10
1811,392,West,115,4,38.00,2024-07-28,0.05
3376,343,West,137,3,36.00,2024-07-28,0.20
3927,347,West,126,3,24.00,2024-07-28,0.00
1639,335,North,131,1,162.00,2024-07-29,0.10
1698,347,East,130,2,85.50,2024-07-29,0.05
2478,353,North,108,1,50.00,2024-07-29,0.00
3594,265,West,104,1,135.00,2024-07-29,0.10
3984,396,East,126,4,32.00,2024-07-29,0.00
2660,231,South,119,6,168.00,2024-07-30,0.20
3299,226,North,117,2,42.50,2024-07-30,0.15
3604,204,West,105,3,892.50,2024-07-30,0.15
3829,369,East,126,2,16.00,2024-07-30,0.00
1056,240,West,106,2,600.00,2024-07-31,0.00
1387,398,South,111,1,90.00,2024-07-31,0.00
2619,279,South,125,1,266.00,2024-07-31,0.05
1205,377,East,127,4,38.40,2024-08-01,0.20
2177,298,South,103,1,510.00,2024-08-01,0.15
3180,271,South,122,5,427.50,2024-08-01,0.10
3625,268,South,138,4,72.00,2024-08-01,0.00
3681,385,West,123,4,220.00,2024-08-01,0.00
1049,307,West,116,1,108.00,2024-08-02,0.10
1635,281,South,115,4,40.00,2024-08-02,0.00
1823,367,South,136,1,36.00,2024-08-02,0.10
2324,233,East,109,4,114.00,2024-08-02,0.05
3325,331,North,127,3,34.20,2024-08-02,0.05
3437,231,North,113,1,700.00,2024-08-02,0.00
1446,391,West,119,3,94.50,2024-08-03,0.10
1454,257,East,127,3,36.00,2024-08-03,0.00
1623,267,South,110,4,800.00,2024-08-03,0.00
2314,338,East,111,3,243.00,2024-08-03,0.10
2751,330,South,107,2,475.00,2024-08-03,0.05
2952,342,North,134,4,285.00,2024-08-03,0.05
3223,226,West,109,1,30.00,2024-08-04,0.00
3323,271,West,135,2,418.00,2024-08-04,0.05
3915,316,East,114,3,150.00,2024-08-04,0.00
1920,378,North,108,2,85.00,2024-08-06,0.15
3266,369,West,136,2,76.00,2024-08-06,0.05
1852,352,North,109,3,90.00,2024-08-07,0.00
2137,283,West,119,5,157.50,2024-08-07,0.10
2285,280,East,121,3,313.50,2024-08-07,0.05
2318,270,West,109,1,24.00,2024-08-07,0.20
2367,329,North,133,4,640.00,2024-08-07,0.00
2849,256,South,126,1,8.00,2024-08-07,0.00
3195,254,South,112,3,204.00,2024-08-07,0.15
3319,370,East,113,1,700.00,2024-08-07,0.00
2361,336,North,126,4,30.40,2024-08-08,0.05
2724,204,North,126,3,24.00,2024-08-08,0.00
2836,268,South,136,2,80.00,2024-08-08,0.00
1935,224,West,109,3,90.00,2024-08-09,0.00
2621,305,West,105,2,700.00,2024-08-09,0.00
2783,271,West,130,3,128.25,2024-08-09,0.05
2932,289,West,116,2,240.00,2024-08-09,0.00
3753,214,South,119,1,35.00,2024-08-09,0.00
3801,323,West,137,5,67.50,2024-08-09,0.10
3842,262,West,102,1,720.00,2024-08-09,0.10
2990,203,South,118,4,162.00,2024-08-10,0.10
3341,329,West,126,3,24.00,2024-08-10,0.00
3571,242,East,121,1,104.50,2024-08-10,0.05
3854,249,North,111,1,76.50,2024-08-10,0.15
1381,216,North,140,1,95.00,2024-08-11,0.00
2899,268,North,123,3,140.25,2024-08-11,0.15
3321,229,North,136,2,80.00,2024-08-11,0.00
3743,306,East,116,1,120.00,2024-08-11,0.00
1299,348,South,132,2,500.00,2024-08-12,0.00
1576,243,East,112,1,80.00,2024-08-12,0.00
2129,203,North,112,4,304.00,2024-08-12,0.05
1485,227,East,122,3,270.75,2024-08-13,0.05
2001,376,South,126,1,8.00,2024-08-13,0.00
3987,389,East,139,2,1170.00,2024-08-13,0.10
1022,351,East,140,1,95.00,2024-08-14,0.00
1855,223,East,129,3,229.50,2024-08-14,0.10
2628,307,South,106,1,285.00,2024-08-14,0.05
3086,357,North,134,2,142.50,2024-08-14,0.05
3477,342,East,127,3,34.20,2024-08-14,0.05
1144,383,West,135,2,440.00,2024-08-15,0.00
1640,300,South,115,4,40.00,2024-08-15,0.00
2025,374,South,107,4,1000.00,2024-08-15,0.00
2652,349,West,122,2,171.00,2024-08-15,0.10
1068,391,West,121,2,209.00,2024-08-16,0.05
3243,255,West,118,3,135.00,2024-08-16,0.00
3974,386,North,138,1,15.30,2024-08-16,0.15
1215,398,South,133,2,320.00,2024-08-17,0.00
2395,371,East,128,6,108.00,2024-08-17,0.10
3002,218,East,135,1,209.00,2024-08-17,0.05
3211,218,North,140,4,361.00,2024-08-17,0.05
1810,291,West,139,1,552.50,2024-08-18,0.15
1941,235,South,121,2,220.00,2024-08-18,0.00
3778,256,East,128,4,64.00,2024-08-18,0.20
1112,255,West,131,1,171.00,2024-08-19,0.05
2336,339,West,135,2,440.00,2024-08-19,0.00
2425,323,West,126,1,7.60,2024-08-19,0.05
2438,344,West,101,1,1200.00,2024-08-19,0.00
2703,296,North,124,2,900.00,2024-08-19,0.10
2630,360,South,103,1,570.00,2024-08-20,0.05
2258,228,North,136,2,80.00,2024-08-21,0.00
2604,278,West,138,4,68.40,2024-08-21,0.05
2810,313,West,121,1,93.50,2024-08-21,0.15
3310,371,West,117,1,20.00,2024-08-21,0.20
3520,364,West,132,1,225.00,2024-08-21,0.10
3623,369,South,128,1,19.00,2024-08-21,0.05
1518,271,South,118,4,180.00,2024-08-22,0.00
2095,296,South,115,1,10.00,2024-08-22,0.00
1136,258,North,140,5,427.50,2024-08-23,0.10
2283,318,West,115,2,18.00,2024-08-24,0.10
1426,387,East,123,1,55.00,2024-08-25,0.00
3814,376,North,140,6,513.00,2024-08-25,0.10
1254,282,South,128,2,38.00,2024-08-26,0.05
1750,293,North,138,3,51.30,2024-08-26,0.05
1841,211,East,139,1,650.00,2024-08-26,0.00
2157,349,South,124,1,500.00,2024-08-26,0.00
2411,236,East,130,2,90.00,2024-08-26,0.00
2917,354,East,120,1,162.00,2024-08-26,0.10
1293,376,North,117,2,50.00,2024-08-27,0.00
1312,385,South,129,4,340.00,2024-08-27,0.00
2120,242,East,130,2,90.00,2024-08-27,0.00
2750,354,East,116,4,408.00,2024-08-27,0.15
3155,344,North,104,2,300.00,2024-08-27,0.00
3236,324,West,114,10,400.00,2024-08-27,0.20
1065,309,South,128,10,170.00,2024-08-28,0.15
1355,207,East,135,2,418.00,2024-08-28,0.05
1411,370,North,118,1,45.00,2024-08-28,0.00
1933,231,North,137,1,15.00,2024-08-28,0.00
2079,367,North,118,1,45.00,2024-08-28,0.00
2456,204,South,117,2,45.00,2024-08-28,0.10
2553,223,East,131,1,171.00,2024-08-28,0.05
3920,323,East,131,3,540.00,2024-08-28,0.00
3922,233,North,104,2,255.00,2024-08-28,0.15
3966,251,South,111,4,306.00,2024-08-28,0.15
1302,305,North,128,2,40.00,2024-08-29,0.00
1767,261,West,117,2,50.00,2024-08-29,0.00
2571,236,West,114,3,127.50,2024-08-29,0.15
3037,360,East,102,1,760.00,2024-08-29,0.05
3107,203,West,138,3,51.30,2024-08-29,0.05
1713,206,West,104,2,270.00,2024-08-30,0.10
1929,396,North,140,5,427.50,2024-08-30,0.10
2096,351,West,118,1,45.00,2024-08-30,0.00
1456,258,West,113,3,1890.00,2024-08-31,0.10
1477,234,East,107,1,250.00,2024-08-31,0.00
2327,279,North,127,5,51.00,2024-08-31,0.15
3131,237,East,137,3,45.00,2024-08-31,0.00
3330,324,North,111,3,270.00,2024-08-31,0.00
3913,266,West,132,1,237.50,2024-08-31,0.05
1467,257,West,116,2,240.00,2024-09-01,0.00
1848,204,North,109,4,114.00,2024-09-01,0.05
2388,345,West,137,2,30.00,2024-09-01,0.00
2737,221,West,136,3,96.00,2024-09-01,0.20
3035,243,North,104,1,142.50,2024-09-01,0.05
1990,372,East,113,3,2100.00,2024-09-02,0.00
2153,339,North,132,1,250.00,2024-09-02,0.00
3896,347,East,137,1,15.00,2024-09-02,0.00
1742,397,South,129,3,242.25,2024-09-03,0.05
3067,279,South,127,4,45.60,2024-09-03,0.05
3222,323,South,105,2,700.00,2024-09-03,0.00
3592,269,South,118,2,85.50,2024-09-03,0.05
3756,228,East,104,1,120.00,2024-09-03,0.20
3930,235,South,104,1,150.00,2024-09-03,0.00
1448,215,North,122,2,190.00,2024-09-04,0.00
1190,319,East,111,3,243.00,2024-09-05,0.10
2417,220,East,134,3,191.25,2024-09-05,0.15
2503,289,East,118,3,135.00,2024-09-05,0.00
2697,344,East,133,2,320.00,2024-09-05,0.00
1041,395,South,123,2,88.00,2024-09-06,0.20
1323,243,North,121,1,110.00,2024-09-06,0.00
1353,387,West,117,1,25.00,2024-09-06,0.00
1386,240,South,107,1,250.00,2024-09-06,0.00
1998,201,East,118,1,45.00,2024-09-06,0.00
2601,233,South,119,4,119.00,2024-09-06,0.15
3057,295,West,121,4,440.00,2024-09-06,0.00
3436,238,West,131,1,153.00,2024-09-06,0.15
1618,211,South,135,3,561.00,2024-09-07,0.15
1763,334,West,115,4,40.00,2024-09-07,0.00
3737,228,East,140,3,256.50,2024-09-07,0.10
3760,384,West,127,8,86.40,2024-09-07,0.10
1794,315,East,111,2,153.00,2024-09-08,0.15
2220,283,South,109,2,57.00,2024-09-08,0.05
2451,388,West,130,1,42.75,2024-09-08,0.05
3845,307,South,134,2,135.00,2024-09-08,0.10
2785,319,West,126,2,16.00,2024-09-09,0.00
2831,226,West,123,3,156.75,2024-09-09,0.05
3655,316,South,132,1,225.00,2024-09-09,0.10
3849,224,East,137,1,13.50,2024-09-09,0.10
1298,281,South,110,2,380.00,2024-09-10,0.05
2509,236,North,126,1,7.60,2024-09-10,0.05
2840,260,East,111,2,180.00,2024-09-10,0.00
2977,394,North,123,2,110.00,2024-09-10,0.00
3056,217,West,125,1,252.00,2024-09-10,0.10
3157,203,West,115,2,19.00,2024-09-10,0.05
1297,367,North,140,8,684.00,2024-09-11,0.10
2495,285,East,111,1,90.00,2024-09-11,0.00
2949,292,East,106,3,810.00,2024-09-11,0.10
3050,395,North,106,4,1200.00,2024-09-11,0.00
3907,236,South,125,1,280.00,2024-09-11,0.00
2548,245,East,124,1,450.00,2024-09-12,0.10
1291,342,East,107,1,250.00,2024-09-13,0.00
1759,218,East,115,1,9.00,2024-09-13,0.10
2573,369,North,122,5,427.50,2024-09-13,0.10
3873,267,East,132,2,500.00,2024-09-13,0.00
2627,229,North,122,2,161.50,2024-09-14,0.15
3332,321,West,127,6,64.80,2024-09-14,0.10
2218,212,North,118,2,90.00,2024-09-15,0.00
2499,231,North,108,2,95.00,2024-09-15,0.05
2149,373,South,132,1,250.00,2024-09-16,0.00
2199,303,South,126,4,30.40,2024-09-17,0.05
2923,271,East,137,3,45.00,2024-09-17,0.00
3886,345,East,131,1,171.00,2024-09-17,0.05
2231,393,West,103,1,570.00,2024-09-18,0.05
2360,375,West,123,3,165.00,2024-09-18,0.00
3239,306,South,130,1,45.00,2024-09-18,0.00
3634,283,North,124,2,1000.00,2024-09-19,0.00
2051,346,South,134,1,63.75,2024-09-20,0.15
2276,386,West,121,1,104.50,2024-09-20,0.05
2753,346,North,130,5,180.00,2024-09-20,0.20
3224,334,South,117,3,75.00,2024-09-20,0.00
1762,318,East,137,3,45.00,2024-09-21,0.00
2394,355,South,109,1,28.50,2024-09-21,0.05
3262,307,West,107,1,250.00,2024-09-21,0.00
3810,395,North,108,1,50.00,2024-09-21,0.00
2458,339,West,119,8,252.00,2024-09-22,0.10
2646,231,West,116,2,240.00,2024-09-22,0.00
2747,203,East,109,4,120.00,2024-09-22,0.00
3772,225,West,138,4,61.20,2024-09-22,0.15
2773,354,South,128,2,36.00,2024-09-23,0.10
3184,370,North,125,2,560.00,2024-09-23,0.00
3563,302,North,127,1,10.80,2024-09-23,0.10
1844,316,North,139,1,585.00,2024-09-24,0.10
1946,244,West,105,2,560.00,2024-09-24,0.20
1966,328,West,121,2,220.00,2024-09-24,0.00
3024,350,South,137,1,15.00,2024-09-24,0.00
3673,368,East,117,1,25.00,2024-09-24,0.00
1025,347,East,114,10,450.00,2024-09-25,0.10
1105,270,South,129,1,72.25,2024-09-25,0.15
1107,336,South,112,2,144.00,2024-09-25,0.10
1769,324,North,137,2,25.50,2024-09-25,0.15
2279,230,North,114,4,200.00,2024-09-25,0.00
2813,385,South,109,4,108.00,2024-09-25,0.10
1716,343,North,138,3,54.00,2024-09-26,0.00
2651,398,South,107,2,425.00,2024-09-26,0.15
2999,212,West,125,3,714.00,2024-09-26,0.15
3167,319,West,127,6,64.80,2024-09-26,0.10
3668,259,West,130,2,81.00,2024-09-26,0.10
1869,320,North,119,6,189.00,2024-09-27,0.10
1893,334,South,127,4,48.00,2024-09-27,0.00
3264,398,South,102,1,800.00,2024-09-27,0.00
1630,344,West,124,1,500.00,2024-09-28,0.00
1908,295,North,117,2,47.50,2024-09-28,0.05
2348,228,North,133,1,144.00,2024-09-28,0.10
3197,383,South,133,1,152.00,2024-09-29,0.05
3401,255,East,118,4,180.00,2024-09-29,0.00
1668,326,North,111,3,270.00,2024-09-30,0.00
2482,209,South,108,5,225.00,2024-09-30,0.10
2540,317,West,125,1,280.00,2024-09-30,0.00
2605,379,North,123,2,88.00,2024-09-30,0.20
3322,396,East,122,3,270.75,2024-09-30,0.05
3764,385,West,138,5,81.00,2024-09-30,0.10
1213,377,South,129,5,382.50,2024-10-01,0.10
2097,390,North,121,3,330.00,2024-10-01,0.00
2538,335,West,110,1,190.00,2024-10-01,0.05
3899,218,North,116,2,240.00,2024-10-01,0.00
1119,336,West,122,3,256.50,2024-10-02,0.10
2532,389,East,116,2,216.00,2024-10-02,0.10
3527,317,North,110,1,200.00,2024-10-02,0.00
3908,320,North,129,1,85.00,2024-10-02,0.00
1522,364,North,115,3,28.50,2024-10-03,0.05
1826,226,East,122,3,270.75,2024-10-03,0.05
1195,318,North,139,1,617.50,2024-10-04,0.05
2533,265,North,117,3,63.75,2024-10-04,0.15
3960,362,East,138,4,68.40,2024-10-04,0.05
2012,286,East,138,4,64.80,2024-10-05,0.10
2339,202,South,126,1,6.80,2024-10-05,0.15
2647,385,West,104,1,150.00,2024-10-05,0.00
2717,297,East,132,3,712.50,2024-10-05,0.05
3619,363,North,104,2,300.00,2024-10-05,0.00
3620,223,South,133,1,136.00,2024-10-05,0.15
1389,238,South,107,2,450.00,2024-10-06,0.10
3998,261,North,123,3,140.25,2024-10-06,0.15
1413,378,East,137,3,40.50,2024-10-07,0.10
1492,236,North,128,3,57.00,2024-10-07,0.05
1961,298,South,107,1,225.00,2024-10-07,0.10
3762,281,West,132,4,1000.00,2024-10-07,0.00
2620,313,North,102,1,760.00,2024-10-08,0.05
3568,237,South,114,2,100.00,2024-10-08,0.00
1289,224,South,101,1,1200.00,2024-10-09,0.00
1369,361,South,106,2,570.00,2024-10-09,0.05
1427,341,North,135,1,220.00,2024-10-09,0.00
1710,270,West,128,1,20.00,2024-10-09,0.00
3952,247,North,138,4,68.40,2024-10-09,0.05
3963,343,North,119,2,70.00,2024-10-09,0.00
1571,372,West,111,2,171.00,2024-10-10,0.05
1907,331,West,138,1,15.30,2024-10-10,0.15
2404,201,West,111,2,180.00,2024-10-10,0.00
2761,356,North,110,2,400.00,2024-10-10,0.00
2938,290,South,116,1,120.00,2024-10-10,0.00
3174,377,East,115,4,40.00,2024-10-10,0.00
3820,222,West,125,1,266.00,2024-10-10,0.05
1988,272,West,136,3,102.00,2024-10-11,0.15
2516,228,North,137,5,63.75,2024-10-11,0.15
2825,335,West,137,1,14.25,2024-10-11,0.05
2921,388,East,126,6,43.20,2024-10-11,0.10
1139,243,North,129,3,204.00,2024-10-12,0.20
1560,378,East,126,2,15.20,2024-10-12,0.05
3200,251,West,135,2,440.00,2024-10-12,0.00
3831,248,East,136,1,40.00,2024-10-12,0.00
3942,372,West,137,4,57.00,2024-10-12,0.05
1197,268,West,130,2,85.50,2024-10-13,0.05
2720,367,North,116,1,108.00,2024-10-13,0.10
2890,266,East,108,3,135.00,2024-10-13,0.10
3423,334,East,115,3,24.00,2024-10-13,0.20
1349,388,North,133,1,160.00,2024-10-14,0.00
2033,234,North,116,1,114.00,2024-10-14,0.05
3209,234,East,113,2,1330.00,2024-10-14,0.05
3712,321,East,104,2,300.00,2024-10-14,0.00
1376,284,South,106,1,270.00,2024-10-15,0.10
1677,391,South,138,5,76.50,2024-10-15,0.15
2009,261,West,126,5,36.00,2024-10-15,0.10
2089,234,South,120,2,342.00,2024-10-15,0.05
2852,215,South,127,8,86.40,2024-10-15,0.10
3371,269,West,122,1,95.00,2024-10-15,0.00
3885,245,East,138,3,48.60,2024-10-15,0.10
